-DOCSTART- -X- O
CNTT AN I-AN 

Hình OT B-O 
4 OT B-O 
. OT B-O 
2 OT B-O 
Bộ OT B-O 
dữ OT B-O 
liệu OT B-O 
CIFAR10 AN B-AN 
. OT B-O 
Nguồn OT B-O 
[ OT B-O 
16 OT B-O 
] OT B-O 
. OT B-O 
CIFAR10 AN I-AN 
là OT B-O 
bộ OT B-O 
dữ OT B-O 
liệu OT B-O 
gồm OT B-O 
các OT B-O 
ảnh OT B-O 
có OT B-O 
kích OT B-O 
thước OT B-O 
32 OT B-O 
× OT B-O 
32 OT B-O 
cùng OT B-O 
với OT B-O 
ba OT B-O 
kênh OT B-O 

Độ OT B-O 
đo OT B-O 
đánh OT B-O 
giá OT B-O 
cho OT B-O 
mô OT B-O 
hình OT B-O 
đề OT B-O 
xuất OT B-O 
và OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
còn OT B-O 
lại OT B-O 
là OT B-O 
Hit OT B-O 
Ratio OT B-O 
( OT B-O 
HR AN B-AN 
) OT B-O 
và OT B-O 
Normalized OT B-O 
Discounted OT B-O 
Cumulative OT B-O 
Gain OT B-O 
( OT B-O 
NDCG AN B-AN 
) OT B-O 
. OT B-O 
Độ OT B-O 
đo OT B-O 
HR AN I-AN 
: OT B-O 
Với OT B-O 
mỗi OT B-O 
người OT B-O 
dùng OT B-O 
, OT B-O 
nếu OT B-O 
sản OT B-O 
phẩm OT B-O 
test OT B-O 
xuất OT B-O 
hiện OT B-O 
trong OT B-O 
K OT B-O 
sản OT B-O 
phẩm OT B-O 

Bảng OT B-O 
3 OT B-O 
: OT B-O 
Kết OT B-O 
quả OT B-O 
của OT B-O 
biểu OT B-O 
diễn OT B-O 
ẩn OT B-O 
tìm OT B-O 
được OT B-O 
khi OT B-O 
cố OT B-O 
gắng OT B-O 
ngăn OT B-O 
chặn OT B-O 
các OT B-O 
điểm OT B-O 
yếu OT B-O 
( OT B-O 
Nguồn OT B-O 
: OT B-O 
[ OT B-O 
NF16 OT B-O 
] OT B-O 
) OT B-O 
3.2.5 OT B-O 
Một OT B-O 
framework OT B-O 
đơn OT B-O 
giản OT B-O 
cho OT B-O 
việc OT B-O 
tìm OT B-O 
biểu OT B-O 
diễn OT B-O 
ẩn OT B-O 
bằng OT B-O 
học OT B-O 
tương OT B-O 
phản OT B-O 

tác OT B-O 
vụ OT B-O 
thứ OT B-O 
t OT B-O 
sẽ OT B-O 
được OT B-O 
sử OT B-O 
dụng OT B-O 
để OT B-O 
đánh OT B-O 
giá OT B-O 
cho OT B-O 
tác OT B-O 
vụ OT B-O 
đó OT B-O 
. OT B-O 
Học OT B-O 
liên OT B-O 
tục OT B-O 
dựa OT B-O 
trên OT B-O 
tính OT B-O 
không OT B-O 
chắc OT B-O 
chắn OT B-O 
Theo OT B-O 
[ OT B-O 
3 OT B-O 
] OT B-O 
, OT B-O 
trong OT B-O 
phương OT B-O 
pháp OT B-O 
VCL AN B-AN 
nêu OT B-O 
trên OT B-O 
, OT B-O 
để OT B-O 
tính OT B-O 
toán OT B-O 
được OT B-O 
đại OT B-O 
lượng OT B-O 
khả OT B-O 

Khi OT B-O 
so OT B-O 
sánh OT B-O 
giữa OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
cho OT B-O 
thấy OT B-O 
mô OT B-O 
hình OT B-O 
gợi OT B-O 
ý OT B-O 
đề OT B-O 
xuất OT B-O 
dựa OT B-O 
trên OT B-O 
BERT OT B-O 
cho OT B-O 
kết OT B-O 
quả OT B-O 
trên OT B-O 
cả OT B-O 
bốn OT B-O 
độ OT B-O 
đo OT B-O 
cao OT B-O 
hơn OT B-O 
NAML AN B-AN 
đến OT B-O 
4 OT B-O 
- OT B-O 
6 OT B-O 
% OT B-O 
, OT B-O 
cao OT B-O 
hơn OT B-O 
LSTUR AN B-AN 
2 OT B-O 
- OT B-O 
2,5 OT B-O 
% OT B-O 
, OT B-O 
kém OT B-O 
mô OT B-O 
hình OT B-O 
NRMS AN B-AN 
0.5 OT B-O 
% OT B-O 
trên OT B-O 
độ OT B-O 
đo OT B-O 
AUC AN B-AN 
và OT B-O 
MRR AN B-AN 
, OT B-O 
cao OT B-O 
hơn OT B-O 
0.5 OT B-O 
% OT B-O 
trên OT B-O 

λt OT B-O 
= OT B-O 
λ̃t OT B-O 
+ OT B-O 
λ̃t−1 OT B-O 
+ OT B-O 
... OT B-O 
+ OT B-O 
λ̃1 OT B-O 
+ OT B-O 
λ̃0 OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 
( OT B-O 
18 OT B-O 
) OT B-O 

Như OT B-O 
chúng OT B-O 
ta OT B-O 
thấy OT B-O 
, OT B-O 
trong OT B-O 
hướng OT B-O 
nghiên OT B-O 
cứu OT B-O 
CL AN B-AN 
nói OT B-O 
chung OT B-O 
, OT B-O 
cách OT B-O 
làm OT B-O 
tạo OT B-O 
ra OT B-O 
các OT B-O 
cặp OT B-O 
view OT B-O 
positive OT B-O 
và OT B-O 
negative OT B-O 
rồi OT B-O 
encode OT B-O 
về OT B-O 
biểu OT B-O 
diễn OT B-O 
ẩn OT B-O 
và OT B-O 
cố OT B-O 
gắng OT B-O 
đưa OT B-O 
các OT B-O 
biểu OT B-O 
diễn OT B-O 
ẩn OT B-O 
của OT B-O 
cặp OT B-O 
positive OT B-O 
về OT B-O 
gần OT B-O 
nhau OT B-O 
đang OT B-O 
gặp OT B-O 
phải OT B-O 
một OT B-O 
vấn OT B-O 
đề OT B-O 
, OT B-O 

Số OT B-O 
lượng OT B-O 
chủ OT B-O 
đề OT B-O 
Topics OT B-O 
coherence OT B-O 
( OT B-O 
NPMI AN B-AN 
) OT B-O 

sâu OT B-O 
trong OT B-O 
kiến OT B-O 
trúc OT B-O 
của OT B-O 
mạng OT B-O 
nơ-ron OT B-O 
, OT B-O 
còn OT B-O 
mô OT B-O 
hình OT B-O 
NMTR AN B-AN 
tăng OT B-O 
về OT B-O 
chiều OT B-O 
ngang OT B-O 
. OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Trọng OT B-O 
Nhật OT B-O 
, OT B-O 
20143316 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 

Các OT B-O 
thành OT B-O 
phần OT B-O 
chính OT B-O 
của OT B-O 
SSL AN B-AN 
Từ OT B-O 
trong OT B-O 
định OT B-O 
nghĩa OT B-O 
của OT B-O 
SSL AN I-AN 
, OT B-O 
ta OT B-O 
cũng OT B-O 
có OT B-O 
thể OT B-O 
mường OT B-O 
tượng OT B-O 
ra OT B-O 
, OT B-O 
thành OT B-O 
phần OT B-O 
cơ OT B-O 
bản OT B-O 
chính OT B-O 
của OT B-O 
SSL AN I-AN 
chính OT B-O 
là OT B-O 
task OT B-O 
mà OT B-O 
ta OT B-O 
định OT B-O 
nghĩa OT B-O 
, OT B-O 
hay OT B-O 
còn OT B-O 
gọi OT B-O 
là OT B-O 
một OT B-O 
pretext OT B-O 
task OT B-O 
. OT B-O 

Lớp OT B-O 
: OT B-O 
CNTT AN B-AN 
2.03 OT B-O 
K59 OT B-O 
Hệ OT B-O 
đào OT B-O 
tạo OT B-O 
: OT B-O 
Kĩ OT B-O 
sư OT B-O 

• OT B-O 
Vec OT B-O 
- OT B-O 
tơ OT B-O 
hóa OT B-O 
dữ OT B-O 
liệu OT B-O 
: OT B-O 
Chọn OT B-O 
những OT B-O 
từ OT B-O 
xuất OT B-O 
hiện OT B-O 
nhiều OT B-O 
hơn OT B-O 
5 OT B-O 
lần OT B-O 
để OT B-O 
xây OT B-O 
dựng OT B-O 
bộ OT B-O 
từ OT B-O 
vựng OT B-O 
và OT B-O 
thay OT B-O 
những OT B-O 
từ OT B-O 
không OT B-O 
có OT B-O 
trong OT B-O 
bộ OT B-O 
từ OT B-O 
vựng OT B-O 
bằng OT B-O 
token OT B-O 
‘ OT B-O 
UNK OT B-O 
’ OT B-O 
. OT B-O 
• OT B-O 
Mô OT B-O 
hình OT B-O 
HAN AN B-AN 
: OT B-O 

Một OT B-O 
phần OT B-O 
[ OT B-O 
X OT B-O 
] OT B-O 
ij OT B-O 
của OT B-O 
đầu OT B-O 
vào OT B-O 
sẽ OT B-O 
tạo OT B-O 
ra OT B-O 
giá OT B-O 
trị OT B-O 
lớn OT B-O 
với OT B-O 
bộ OT B-O 
lọc OT B-O 
F OT B-O 
k OT B-O 
nếu OT B-O 
chúng OT B-O 
tương OT B-O 
đồng OT B-O 
với OT B-O 
nhau OT B-O 
. OT B-O 
Sau OT B-O 
lớp OT B-O 
tích OT B-O 
chập OT B-O 
, OT B-O 
chiều OT B-O 
không OT B-O 
gian OT B-O 
d1 OT B-O 
× OT B-O 
d2 OT B-O 
của OT B-O 
đầu OT B-O 
vào OT B-O 
X OT B-O 
giảm OT B-O 
về OT B-O 

Cuối OT B-O 
cùng OT B-O 
, OT B-O 
rất OT B-O 
hi OT B-O 
vọng OT B-O 
bạn OT B-O 
đọc OT B-O 
sẽ OT B-O 
yêu OT B-O 
thích OT B-O 
những OT B-O 
kiến OT B-O 
thức OT B-O 
mà OT B-O 
đồ OT B-O 
án OT B-O 
mang OT B-O 
lại OT B-O 
và OT B-O 
trong OT B-O 
tương OT B-O 
lai OT B-O 
, OT B-O 
mình OT B-O 
mong OT B-O 
rằng OT B-O 
sẽ OT B-O 
có OT B-O 
nhiều OT B-O 
người OT B-O 
thích OT B-O 
thú OT B-O 
và OT B-O 
đi OT B-O 
theo OT B-O 
hướng OT B-O 
nghiên OT B-O 
cứu OT B-O 
SSL AN B-AN 
để OT B-O 
có OT B-O 
thể OT B-O 
cùng OT B-O 
chia OT B-O 
sẻ OT B-O 
, OT B-O 
tìm OT B-O 
tòi OT B-O 
những OT B-O 
kiến OT B-O 
thức OT B-O 
thú OT B-O 
vị OT B-O 
về OT B-O 
lĩnh OT B-O 
này OT B-O 
. OT B-O 

Từ OT B-O 
đó OT B-O 
ta OT B-O 
thu OT B-O 
được OT B-O 
t OT B-O 
giá OT B-O 
trị OT B-O 
độ OT B-O 
chính OT B-O 
xác OT B-O 
, OT B-O 
chỉ OT B-O 
số OT B-O 
đánh OT B-O 
giá OT B-O 
sẽ OT B-O 
là OT B-O 
trung OT B-O 
bình OT B-O 
của OT B-O 
t OT B-O 
giá OT B-O 
trị OT B-O 
này OT B-O 
hay OT B-O 
độ OT B-O 
đo OT B-O 
trong OT B-O 
công OT B-O 
thức OT B-O 
PT AN B-AN 
4 OT B-O 
. OT B-O 
1 OT B-O 
. OT B-O 
Các OT B-O 
phương OT B-O 
pháp OT B-O 
sẽ OT B-O 
được OT B-O 
so OT B-O 
sánh OT B-O 
qua OT B-O 
độ OT B-O 
chính OT B-O 
xác OT B-O 
trung OT B-O 
bình OT B-O 
sau OT B-O 
khi OT B-O 
đã OT B-O 
học OT B-O 

+ OT B-O 
KL OT B-O 
( OT B-O 
qφ OT B-O 
( OT B-O 
θ OT B-O 
) OT B-O 
| OT B-O 
p OT B-O 
( OT B-O 
θ OT B-O 
) OT B-O 
) OT B-O 
( OT B-O 
2.14 OT B-O 
) OT B-O 
Như OT B-O 
vậy OT B-O 
tối OT B-O 
thiểu OT B-O 
hóa OT B-O 
KL OT B-O 
( OT B-O 
qφ OT B-O 
( OT B-O 
θ OT B-O 
) OT B-O 
| OT B-O 
p OT B-O 
( OT B-O 
θ|D OT B-O 
) OT B-O 
) OT B-O 
tương OT B-O 
đương OT B-O 
với OT B-O 
tối OT B-O 
đa OT B-O 
hóa OT B-O 
Eqφ OT B-O 
( OT B-O 
θ OT B-O 
) OT B-O 
[ OT B-O 
log OT B-O 
p OT B-O 
( OT B-O 
D|θ OT B-O 
) OT B-O 
] OT B-O 
− OT B-O 

Ví OT B-O 
dụ OT B-O 
cả OT B-O 
hai OT B-O 
mô OT B-O 
hình OT B-O 
đều OT B-O 
dự OT B-O 
đoán OT B-O 
đúng OT B-O 
: OT B-O 
Câu OT B-O 
1 OT B-O 
: OT B-O 
We OT B-O 
' OT B-O 
ve OT B-O 
been OT B-O 
spending OT B-O 
a OT B-O 
lot OT B-O 
of OT B-O 
time OT B-O 
in OT B-O 
Los OT B-O 
Angeles OT B-O 
talking OT B-O 
to OT B-O 
TV OT B-O 
production OT B-O 
people OT B-O 

• OT B-O 
Lấy OT B-O 
X OT B-O 
= OT B-O 
α OT B-O 
− OT B-O 
β OT B-O 
∗ OT B-O 
log OT B-O 
( OT B-O 
− OT B-O 
log OT B-O 
( OT B-O 
Y OT B-O 
) OT B-O 
) OT B-O 
• OT B-O 
Trong OT B-O 
trường OT B-O 
hợp OT B-O 
X OT B-O 
tuân OT B-O 
theo OT B-O 
phân OT B-O 
phổi OT B-O 
Gumbel OT B-O 
chuẩn OT B-O 
tắc OT B-O 
. OT B-O 
X OT B-O 
= OT B-O 
− OT B-O 
log OT B-O 
( OT B-O 
− OT B-O 
log OT B-O 
( OT B-O 
Y OT B-O 
) OT B-O 
) OT B-O 

các OT B-O 
lớp OT B-O 
trong OT B-O 
decoder OT B-O 
trước OT B-O 
khi OT B-O 
tính OT B-O 
điểm OT B-O 
attention OT B-O 
. OT B-O 
Cuối OT B-O 
cùng OT B-O 
, OT B-O 
phân OT B-O 
phối OT B-O 
xác OT B-O 
suất OT B-O 
của OT B-O 
T OT B-O 
ứng OT B-O 
cử OT B-O 
viên OT B-O 
cho OT B-O 
vị OT B-O 
trí OT B-O 
thứ OT B-O 
đầu OT B-O 
ra OT B-O 
yj+1 OT B-O 
sinh OT B-O 
bởi OT B-O 
decoder OT B-O 
được OT B-O 
tính OT B-O 
như OT B-O 
sau OT B-O 
: OT B-O 

Y OT B-O 
− OT B-O 
là OT B-O 
tập OT B-O 
rỗng OT B-O 
hoặc OT B-O 
lấy OT B-O 
ngẫu OT B-O 
nhiên OT B-O 
từ OT B-O 
tập OT B-O 
các OT B-O 
cặp OT B-O 
( OT B-O 
u OT B-O 
, OT B-O 
i OT B-O 
) OT B-O 
chưa OT B-O 
có OT B-O 
tương OT B-O 
tác OT B-O 
rõ OT B-O 
ràng OT B-O 
. OT B-O 
Hàm OT B-O 
regular OT B-O 
R OT B-O 
( OT B-O 
u OT B-O 
, OT B-O 
i OT B-O 
) OT B-O 
được OT B-O 
sử OT B-O 
dụng OT B-O 
là OT B-O 
tổng OT B-O 
các OT B-O 
chuẩn OT B-O 
2 OT B-O 
của OT B-O 
các OT B-O 
vec-tơ OT B-O 
tầng OT B-O 

. OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Thế OT B-O 
Linh OT B-O 
– AN B-AN 
20142585 OT B-O 
– AN I-AN 
K59 OT B-O 
– AN I-AN 
Lớp OT B-O 
CNTT AN I-AN 
– AN I-AN 
TT AN I-AN 
2.03 OT B-O 

kích OT B-O 
thước OT B-O 
vector OT B-O 
embedding OT B-O 
dmodel OT B-O 
, OT B-O 
kích OT B-O 
thước OT B-O 
lớp OT B-O 
ẩn OT B-O 
df OT B-O 
f OT B-O 
của OT B-O 
khối OT B-O 
FFN AN B-AN 
, OT B-O 
kích OT B-O 
thước OT B-O 
của OT B-O 
dk OT B-O 
và OT B-O 
dv OT B-O 
. OT B-O 
Chi OT B-O 
tiết OT B-O 
về OT B-O 
các OT B-O 
lựa OT B-O 
chọn OT B-O 
này OT B-O 
được OT B-O 
miêu OT B-O 
tả OT B-O 
trong OT B-O 
Bảng OT B-O 
2 OT B-O 
. OT B-O 
4 OT B-O 
, OT B-O 
ngoài OT B-O 
ra OT B-O 
kích OT B-O 
thước OT B-O 
của OT B-O 
dk OT B-O 

sử OT B-O 
dụng OT B-O 
mô OT B-O 
hình OT B-O 
phân OT B-O 
loại OT B-O 
, OT B-O 
do OT B-O 
đó OT B-O 
đồ OT B-O 
án OT B-O 
sẽ OT B-O 
tập OT B-O 
trung OT B-O 
trình OT B-O 
bày OT B-O 
VCL AN B-AN 
cho OT B-O 
bài OT B-O 
toán OT B-O 
Học OT B-O 
liên OT B-O 
tục OT B-O 
các OT B-O 
tác OT B-O 
vụ OT B-O 
phân OT B-O 
loại OT B-O 
. OT B-O 
Trong OT B-O 
bài OT B-O 
toán OT B-O 
phân OT B-O 
loại OT B-O 
, OT B-O 
đối OT B-O 
với OT B-O 
từng OT B-O 
tác OT B-O 
vụ OT B-O 
, OT B-O 
dữ OT B-O 
liệu OT B-O 
được OT B-O 
biểu OT B-O 
diễn OT B-O 
dưới OT B-O 
dạng OT B-O 

còn OT B-O 
được OT B-O 
gọi OT B-O 
là OT B-O 
hàm OT B-O 
Digamma OT B-O 
. OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 
24 OT B-O 

Bảng OT B-O 
0.4 OT B-O 
Tham OT B-O 
số OT B-O 
tốt OT B-O 
nhất OT B-O 
cho OT B-O 
Split OT B-O 
CIFAR10 AN B-AN 
/ AN I-AN 
100 AN I-AN 

có OT B-O 
của OT B-O 
người OT B-O 
dùng OT B-O 
như OT B-O 
sở OT B-O 
thích OT B-O 
dài OT B-O 
hạn OT B-O 
và OT B-O 
ngắn OT B-O 
hạn OT B-O 
. OT B-O 
Hay OT B-O 
trong OT B-O 
mô OT B-O 
hình OT B-O 
LSTUR AN B-AN 
[ OT B-O 
4 OT B-O 
] OT B-O 
có OT B-O 
đề OT B-O 
cập OT B-O 
đến OT B-O 
sở OT B-O 
thích OT B-O 
dài OT B-O 
hạn OT B-O 
của OT B-O 
người OT B-O 
dùng OT B-O 
, OT B-O 
tuy OT B-O 
nhiên OT B-O 
cách OT B-O 
tiếp OT B-O 
cận OT B-O 
dựa OT B-O 

hình OT B-O 
21 OT B-O 
: OT B-O 
ACD AN B-AN 
ca OT B-O 
sử OT B-O 
dụng OT B-O 
đăng OT B-O 
ký OT B-O 
ứng OT B-O 
viên OT B-O 
hình OT B-O 
22 OT B-O 
: OT B-O 
ACD AN I-AN 
ca OT B-O 
sử OT B-O 
dụng OT B-O 
đăng OT B-O 
ký OT B-O 
nhà OT B-O 
tuyển OT B-O 
dụng OT B-O 
43 OT B-O 

nào OT B-O 
minh OT B-O 
chứng OT B-O 
cho OT B-O 
những OT B-O 
điều OT B-O 
mà OT B-O 
em OT B-O 
đã OT B-O 
lập OT B-O 
luận OT B-O 
ở OT B-O 
Phần OT B-O 
4 OT B-O 
. OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Trọng OT B-O 
Nhật OT B-O 
, OT B-O 
20143316 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 
50 OT B-O 

bình OT B-O 
để OT B-O 
làm OT B-O 
giá OT B-O 
trị OT B-O 
dự OT B-O 
đoán OT B-O 
cuối OT B-O 
cùng OT B-O 
. OT B-O 
Trong OT B-O 
Học OT B-O 
liên OT B-O 
tục OT B-O 
, OT B-O 
BNN AN B-AN 
thường OT B-O 
được OT B-O 
sử OT B-O 
dụng OT B-O 
trong OT B-O 
các OT B-O 
phương OT B-O 
pháp OT B-O 
tiếp OT B-O 
cận OT B-O 
theo OT B-O 
suy OT B-O 
diễn OT B-O 
Bayes OT B-O 
và OT B-O 
xấp OT B-O 
xỉ OT B-O 
VI AN B-AN 
, OT B-O 
ở OT B-O 
đó OT B-O 
phân OT B-O 
phối OT B-O 
xấp OT B-O 
xỉ OT B-O 
hậu OT B-O 
nghiệm OT B-O 
𝑞𝜙 OT B-O 
( OT B-O 
𝜃 OT B-O 
) OT B-O 
sẽ OT B-O 

Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Phan OT B-O 
Tuấn OT B-O 
Anh OT B-O 
- OT B-O 
20150157 OT B-O 
• OT B-O 
DKL OT B-O 
( OT B-O 
P OT B-O 
||Q OT B-O 
) OT B-O 
> OT B-O 
0 OT B-O 
∀ OT B-O 
P OT B-O 
( OT B-O 
X OT B-O 
) OT B-O 
, OT B-O 
Q OT B-O 
( OT B-O 
X OT B-O 
) OT B-O 
• OT B-O 
DKL OT B-O 
( OT B-O 
P OT B-O 
||Q OT B-O 
) OT B-O 
= OT B-O 
0 OT B-O 
⇔ OT B-O 
P OT B-O 
( OT B-O 
x OT B-O 
) OT B-O 
= OT B-O 
Q OT B-O 
( OT B-O 
x OT B-O 
) OT B-O 

 OT B-O 
E OT B-O 
( OT B-O 
X OT B-O 
) OT B-O 
= OT B-O 
Var OT B-O 
( OT B-O 
X OT B-O 
) OT B-O 
= OT B-O 
λ OT B-O 
Hình OT B-O 
4 OT B-O 
mô OT B-O 
tả OT B-O 
phân OT B-O 
phối OT B-O 
Poisson OT B-O 
với OT B-O 
các OT B-O 
giá OT B-O 
trị OT B-O 
kỳ OT B-O 
vọng OT B-O 
khác OT B-O 
nhau OT B-O 
. OT B-O 
Hình OT B-O 
4 OT B-O 
: OT B-O 
Phân OT B-O 
phối OT B-O 
Poisson OT B-O 
với OT B-O 
kỳ OT B-O 
vọng OT B-O 
𝜆 OT B-O 
khác OT B-O 
nhau OT B-O 

PT AN B-AN 
2.4 OT B-O 
5 OT B-O 
• OT B-O 
Luồng LF B-LF 
suy LF I-LF 
diễn LF I-LF 
biến LF I-LF 
phân LF I-LF 
liên LF I-LF 
tục LF I-LF 
( OT B-O 
OVI AN B-AN 
) OT B-O 
: OT B-O 
dựa OT B-O 
trên OT B-O 
suy LF I-LF 
diễn LF I-LF 
Bayes OT B-O 
, OT B-O 
ràng OT B-O 

Current OT B-O 
Context OT B-O 
( OT B-O 
C2 OT B-O 
) OT B-O 
: OT B-O 
là OT B-O 
tất OT B-O 
cả OT B-O 
các OT B-O 
thông OT B-O 
tin OT B-O 
cung OT B-O 
cấp OT B-O 
ngữ OT B-O 
cảnh OT B-O 
cho OT B-O 
sự OT B-O 
kiện OT B-O 
chính OT B-O 
, OT B-O 
giúp OT B-O 
hiểu OT B-O 
sự OT B-O 
kiện OT B-O 
chính OT B-O 
trong OT B-O 
mối OT B-O 
quan OT B-O 

32.3 OT B-O 
32.8 OT B-O 
Bảng OT B-O 
1 OT B-O 
: OT B-O 
Kết OT B-O 
quả OT B-O 
của OT B-O 
biểu OT B-O 
diễn OT B-O 
ẩn OT B-O 
tìm OT B-O 
được OT B-O 
ở OT B-O 
các OT B-O 
không OT B-O 
gian OT B-O 
màu OT B-O 
khác OT B-O 
nhau OT B-O 
( OT B-O 
Nguồn OT B-O 
[ OT B-O 
ZIE17 OT B-O 
] OT B-O 
) OT B-O 

Gauss OT B-O 
, OT B-O 
và OT B-O 
phân OT B-O 
tách OT B-O 
hoàn OT B-O 
toàn OT B-O 
: OT B-O 
qφ OT B-O 
( OT B-O 
E OT B-O 
) OT B-O 
= OT B-O 
QK OT B-O 

repeat OT B-O 
t=t OT B-O 
+1 OT B-O 
; OT B-O 
Hai OT B-O 
câu OT B-O 
sA OT B-O 
và OT B-O 
sB OT B-O 
tương OT B-O 
ứng OT B-O 
từ OT B-O 
DA OT B-O 
và OT B-O 
DB OT B-O 
; OT B-O 

câu OT B-O 
từ OT B-O 
𝑤𝑖𝑡 OT B-O 
tới OT B-O 
𝑤𝑖1 OT B-O 
: OT B-O 
𝑥𝑖𝑡 OT B-O 
= OT B-O 
𝑊𝑒 OT B-O 
𝑤𝑖𝑡 OT B-O 
, OT B-O 
𝑡 OT B-O 
∈ OT B-O 
[ OT B-O 
1 OT B-O 
, OT B-O 
T OT B-O 
] OT B-O 
ℎ⃗⃗𝑖𝑡 OT B-O 
= OT B-O 
⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗ OT B-O 

Batchsize OT B-O 
: OT B-O 
Trong OT B-O 
thiết OT B-O 
lập OT B-O 
gốc OT B-O 
batch OT B-O 
size OT B-O 
được OT B-O 
để OT B-O 
là OT B-O 
512 OT B-O 
. OT B-O 
Với OT B-O 
LCL AN B-AN 
, OT B-O 
do OT B-O 
tăng OT B-O 
số OT B-O 
view OT B-O 
lên OT B-O 
nên OT B-O 
đòi OT B-O 
hỏi OT B-O 
dung OT B-O 
lượng OT B-O 
RAM AN B-AN 
GPU AN B-AN 
phải OT B-O 
lớn OT B-O 
hơn OT B-O 
, OT B-O 
do OT B-O 
đó OT B-O 
, OT B-O 
với OT B-O 
số OT B-O 
view OT B-O 

2 OT B-O 
KIẾN OT B-O 
THỨC OT B-O 
CƠ OT B-O 
SỞ OT B-O 
Hình OT B-O 
2 OT B-O 
: OT B-O 
Minh OT B-O 
họa OT B-O 
gợi OT B-O 
ý OT B-O 
dùng OT B-O 
lọc OT B-O 
cộng OT B-O 
tác OT B-O 
độ OT B-O 
quan OT B-O 
tâm OT B-O 
với OT B-O 
các OT B-O 
item OT B-O 
đã OT B-O 
được OT B-O 
tương OT B-O 
tác OT B-O 
bởi OT B-O 
cả OT B-O 
u OT B-O 
và OT B-O 
v OT B-O 
, OT B-O 
gọi OT B-O 
là OT B-O 
Iuv OT B-O 
, OT B-O 
tương OT B-O 
đồng OT B-O 

Factorization OT B-O 
– OT B-O 
GMF AN B-AN 
) OT B-O 
với OT B-O 
mô OT B-O 
hình OT B-O 
Multi OT B-O 
- OT B-O 
layer OT B-O 
Perceptron OT B-O 
( OT B-O 
MLP AN B-AN 
) OT B-O 
để OT B-O 
tạo OT B-O 
thành OT B-O 
