-DOCSTART- -X- O
) AN B-AN 
quality OT B-O 
is OT B-O 
essential OT B-O 
to OT B-O 
developing OT B-O 
high-quality OT B-O 
ma- OT B-O 

Semitic OT B-O 
languages OT B-O 
( OT B-O 
in OT B-O 
which OT B-O 
vowels OT B-O 
are OT B-O 
not OT B-O 
written OT B-O 
) OT B-O 
, OT B-O 
etc OT B-O 
. OT B-O 
The OT B-O 
problem OT B-O 
of OT B-O 
word LF B-LF 
sense LF I-LF 
disambiguation LF I-LF 
( OT B-O 
WSD AN B-AN 
) OT B-O 
has OT B-O 
been OT B-O 
described OT B-O 
as OT B-O 
`` OT B-O 
AI-complete OT B-O 
, OT B-O 
'' OT B-O 
that OT B-O 
is LF I-LF 
, OT B-O 
a LF I-LF 
problem OT B-O 
which OT B-O 
can OT B-O 
be OT B-O 
solved OT B-O 
only OT B-O 
by OT B-O 
first OT B-O 
resolving OT B-O 
all OT B-O 
the OT B-O 
difficult OT B-O 
problems OT B-O 

ajaynagesh OT B-O 
@ OT B-O 
cse.iitb.ac.in OT B-O 
Abstract OT B-O 
Information LF B-LF 
Extraction LF I-LF 
( OT B-O 
IE AN B-AN 
) OT B-O 
has OT B-O 
become OT B-O 
an OT B-O 
indispensable OT B-O 
tool OT B-O 
in OT B-O 
our OT B-O 
quest OT B-O 
to OT B-O 
handle OT B-O 
the OT B-O 
data OT B-O 

Because OT B-O 
LSA AN B-AN 
is LF B-LF 
closely OT B-O 
related OT B-O 
to OT B-O 
principle LF I-LF 
component LF I-LF 
analysis LF I-LF 
( OT B-O 
PCA AN B-AN 
) OT B-O 
, OT B-O 
extensions OT B-O 
of OT B-O 
PCA AN I-AN 
such OT B-O 
as OT B-O 
canonical LF I-LF 
correlation LF I-LF 
analysis LF I-LF 
( OT B-O 
CCA AN B-AN 
) OT B-O 
and OT B-O 
oriented LF I-LF 
principle LF I-LF 
component LF I-LF 
analysis LF I-LF 
( OT B-O 
OPCA AN I-AN 
) OT B-O 
can LF I-LF 
leverage OT B-O 

Perhaps OT B-O 
not OT B-O 
surprisingly OT B-O 
, OT B-O 
therefore OT B-O 
, OT B-O 
few OT B-O 
natural LF B-LF 
language LF I-LF 
understanding LF I-LF 
( OT B-O 
NLU AN B-AN 
) OT B-O 
systems OT B-O 
use OT B-O 
graphical OT B-O 
presentational OT B-O 
features OT B-O 
to OT B-O 
aid OT B-O 
interpretation OT B-O 
, OT B-O 
and LF I-LF 
few OT B-O 
natural LF I-LF 
language LF I-LF 
generation LF I-LF 
( OT B-O 
NLG AN B-AN 
) OT B-O 
systems OT B-O 
attempt OT B-O 
to OT B-O 
render OT B-O 
the OT B-O 
output OT B-O 
texts OT B-O 
in LF I-LF 
a LF I-LF 
principled OT B-O 
way OT B-O 
. OT B-O 

The OT B-O 
implementations OT B-O 
of OT B-O 
the OT B-O 
oracles OT B-O 
described OT B-O 
in LF B-LF 
the OT B-O 
first OT B-O 
part OT B-O 
of OT B-O 
this OT B-O 
work OT B-O 
( OT B-O 
sections OT B-O 
3 OT B-O 
and OT B-O 
4 OT B-O 
) OT B-O 
use OT B-O 
the OT B-O 
common OT B-O 
formalism OT B-O 
of OT B-O 
finite LF I-LF 
state LF I-LF 
acceptors LF I-LF 
( OT B-O 
FSA AN B-AN 
) OT B-O 
over OT B-O 
different OT B-O 
semirings OT B-O 
and OT B-O 
are OT B-O 
implemented OT B-O 
us- OT B-O 

NB-B OT B-O 
uses OT B-O 
full OT B-O 
Bayesian OT B-O 
inference OT B-O 
and OT B-O 
NB-M OT B-O 
uses OT B-O 
Maximum OT B-O 
a LF B-LF 
posteriori LF I-LF 
( OT B-O 
MAP OT B-O 
) AN B-AN 
. OT B-O 

The OT B-O 
general OT B-O 
idea OT B-O 
of OT B-O 
the OT B-O 
main OT B-O 
algorithm OT B-O 
is OT B-O 
to OT B-O 
align LF B-LF 
phrase OT B-O 
synsets OT B-O 
from OT B-O 
the OT B-O 
Patty OT B-O 
taxonomy OT B-O 
with OT B-O 
verb OT B-O 
synsets OT B-O 
in OT B-O 
WordNet OT B-O 
. OT B-O 
To OT B-O 
this OT B-O 
end OT B-O 
, OT B-O 
we OT B-O 
first OT B-O 
construct OT B-O 
a LF I-LF 
directed OT B-O 
candidate LF I-LF 
alignment LF I-LF 
graph LF I-LF 
( OT B-O 
CAG AN B-AN 
) OT B-O 
. OT B-O 
Section OT B-O 

rently OT B-O 
, OT B-O 
a LF B-LF 
pure OT B-O 
statistical OT B-O 
MT AN B-AN 
system OT B-O 
based OT B-O 
on LF I-LF 
Pharaoh OT B-O 
is OT B-O 
developed OT B-O 
by OT B-O 
BPPT AN B-AN 
and OT B-O 
National LF I-LF 
News LF I-LF 
Agency LF I-LF 
( OT B-O 
ANTARA AN B-AN 
) OT B-O 
using OT B-O 
500K OT B-O 
sentences OT B-O 
pair OT B-O 
, OT B-O 
expected OT B-O 
to OT B-O 
have OT B-O 
better OT B-O 
accuracy OT B-O 
and OT B-O 
robustness OT B-O 

NP AN B-AN 
and OT B-O 
selection OT B-O 
of OT B-O 
the OT B-O 
head OT B-O 
NP AN I-AN 
by OT B-O 
the OT B-O 
relative OT B-O 
1The OT B-O 
following OT B-O 
abbreviations OT B-O 
are OT B-O 
used OT B-O 
in LF B-LF 
glosses OT B-O 
: OT B-O 
NOM AN B-AN 
= OT B-O 
nominative LF I-LF 
, OT B-O 
ACC AN B-AN 
= OT B-O 
accusative LF B-LF 
, OT B-O 
PRES AN B-AN 
= OT B-O 
non-past OT B-O 
and OT B-O 
POT AN B-AN 
= OT B-O 
potential LF B-LF 
. OT B-O 
( OT B-O 
) OT B-O 

Entropy LF B-LF 
Guided LF I-LF 
Transformation LF B-LF 
Learning LF I-LF 
( OT B-O 
ETL AN B-AN 
) OT B-O 
is LF B-LF 
a LF I-LF 
new OT B-O 
machine OT B-O 
learning OT B-O 
strategy OT B-O 
that OT B-O 
combines OT B-O 
the OT B-O 
advantages OT B-O 
of OT B-O 
Decision LF I-LF 
Trees LF I-LF 
( OT B-O 
DT AN B-AN 
) OT B-O 
and OT B-O 
Transformation-Based LF I-LF 
Learning LF I-LF 
( OT B-O 
TBL AN B-AN 
) OT B-O 
( OT B-O 
dos OT B-O 
Santos OT B-O 

The OT B-O 
TRIANGLE LF B-LF 
application OT B-O 
( OT B-O 
TRIANGLE LF I-LF 
) OT B-O 
and OT B-O 
a LF B-LF 
new OT B-O 
Windows OT B-O 
95 OT B-O 
Accessible LF I-LF 
Graphing LF I-LF 
Calculator OT B-O 
( OT B-O 
ACG AN B-AN 
) OT B-O 
both OT B-O 
developed OT B-O 
by OT B-O 
the OT B-O 
SAP AN B-AN 
uses OT B-O 
tone OT B-O 
plots OT B-O 
to OT B-O 

Bidirectional OT B-O 
CLSTM OT B-O 
Graves OT B-O 
and OT B-O 
Schmidhuber OT B-O 
( OT B-O 
2005 OT B-O 
) AN B-AN 
proposed OT B-O 
a LF B-LF 
Bidirectional OT B-O 
LSTM LF I-LF 
( OT B-O 
B-LSTM OT B-O 
) AN I-AN 
model OT B-O 
, OT B-O 
which OT B-O 
utilizes OT B-O 
additional OT B-O 
backward OT B-O 
informa- OT B-O 

Run OT B-O 
3 OT B-O 
100 OT B-O 
% OT B-O 
18 OT B-O 
( OT B-O 
9.0 OT B-O 
% OT B-O 
) OT B-O 
38 OT B-O 
( OT B-O 
19.0 OT B-O 
% OT B-O 
) OT B-O 
Table OT B-O 
7 OT B-O 
. OT B-O 
Effect LF B-LF 
of OT B-O 
Translation OT B-O 
( OT B-O 
E-C AN B-AN 
) OT B-O 

UMichigan OT B-O 
non-Tipster OT B-O 
UNK AN B-AN 
X AN B-AN 
USouthern OT B-O 
California OT B-O 
non-Tipster OT B-O 
SNAP AN B-AN 
X AN I-AN 
USussex LF B-LF 
( OT B-O 
UK AN B-AN 
) OT B-O 
non-Tipster OT B-O 
SUSSEX AN I-AN 
X AN I-AN 
Table OT B-O 
1 OT B-O 
. OT B-O 

Adverb OT B-O 
Variation LF B-LF 
( OT B-O 
AdvV OT B-O 
) OT B-O 
? OT B-O 
Modifier LF I-LF 
Variation LF I-LF 
( OT B-O 
ModV AN B-AN 
) OT B-O 
? OT B-O 

? OT B-O 
WHNP_NN_IN OT B-O 
Syntactic OT B-O 
Parse OT B-O 
Trees LF B-LF 
( OT B-O 
PT OT B-O 
) AN B-AN 
72 OT B-O 

2 OT B-O 
. OT B-O 
TREE OT B-O 
ADJO OT B-O 
IN OT B-O 
ING OT B-O 
GRAMMARS- OT B-O 
-TAG OT B-O 
's AN B-AN 
We OT B-O 
now OT B-O 
introduce OT B-O 
tree LF B-LF 
adjoining LF I-LF 
grammars LF I-LF 
( OT B-O 
TAG AN I-AN 
's AN I-AN 
) OT B-O 
. OT B-O 
TAG AN I-AN 
's AN I-AN 

proach OT B-O 
to OT B-O 
automatically OT B-O 
recognize OT B-O 
predicate OT B-O 
heads OT B-O 
of OT B-O 
Chinese OT B-O 
sentences OT B-O 
based OT B-O 
on OT B-O 
a LF B-LF 
preprocessing OT B-O 
step OT B-O 
for OT B-O 
maximal LF I-LF 
noun LF I-LF 
phrases LF I-LF 
1 OT B-O 
( OT B-O 
MNPs AN B-AN 
) OT B-O 
. OT B-O 

entire OT B-O 
search OT B-O 
process OT B-O 
. OT B-O 
( OT B-O 
b OT B-O 
) OT B-O 
EPN LF B-LF 
for LF I-LF 
the LF I-LF 
first LF I-LF 
optimum OT B-O 
solution OT B-O 
( OT B-O 
EPN-F AN I-AN 
) OT B-O 
: OT B-O 
The OT B-O 
number OT B-O 
of OT B-O 
the LF I-LF 
expanded OT B-O 
problems OT B-O 
when OT B-O 

an LF B-LF 
ASR AN B-AN 
system OT B-O 
. OT B-O 
The OT B-O 
main OT B-O 
idea OT B-O 
was OT B-O 
to OT B-O 
design OT B-O 
a LF I-LF 
language LF I-LF 
model LF I-LF 
( OT B-O 
LM AN B-AN 
) OT B-O 
to OT B-O 
combine OT B-O 
the OT B-O 
trigram OT B-O 
language LF I-LF 
model LF I-LF 
probability OT B-O 
with OT B-O 
the OT B-O 
translation OT B-O 

summaries OT B-O 
, OT B-O 
we OT B-O 
have OT B-O 
shown OT B-O 
the OT B-O 
effects OT B-O 
of LF B-LF 
syntactic OT B-O 
and OT B-O 
shallow-semantic OT B-O 
features OT B-O 
over OT B-O 
the OT B-O 
bag LF I-LF 
of LF I-LF 
words LF I-LF 
( OT B-O 
BOW AN B-AN 
) OT B-O 
features OT B-O 
. OT B-O 

city OT B-O 
. OT B-O 
City OT B-O 
and OT B-O 
state OT B-O 
can OT B-O 
then OT B-O 
be OT B-O 
used OT B-O 
to OT B-O 
select OT B-O 
a LF B-LF 
local OT B-O 
area OT B-O 
language LF I-LF 
model LF I-LF 
( OT B-O 
LM AN B-AN 
) OT B-O 
for OT B-O 
recognizing OT B-O 
listing OT B-O 
names OT B-O 
. OT B-O 

We OT B-O 
trained OT B-O 
the OT B-O 
UKP AN B-AN 
machine OT B-O 
learning OT B-O 
classifier OT B-O 
originally OT B-O 
developed OT B-O 
for OT B-O 
the OT B-O 
Semantic LF B-LF 
Textual LF I-LF 
Similarity LF I-LF 
( OT B-O 
STS AN B-AN 
) OT B-O 
task OT B-O 
at OT B-O 
SemEval-2012 AN B-AN 
( OT B-O 
B OT B-O 
? OT B-O 
r LF I-LF 
et OT B-O 
al LF I-LF 
2012 AN I-AN 
) OT B-O 
on OT B-O 
the OT B-O 
averaged OT B-O 
binary OT B-O 
and OT B-O 
senary OT B-O 
judge- OT B-O 

4.3 OT B-O 
Classifiers OT B-O 
All OT B-O 
evaluation OT B-O 
tests OT B-O 
were OT B-O 
performed OT B-O 
using OT B-O 
two OT B-O 
classifiers OT B-O 
, OT B-O 
Maximum LF B-LF 
Entropy LF I-LF 
( OT B-O 
MaxEnt AN B-AN 
) OT B-O 
and OT B-O 
Support LF B-LF 
Vector LF I-LF 
Machines LF I-LF 
( OT B-O 
SVM AN B-AN 
) OT B-O 
. OT B-O 

375 OT B-O 
that OT B-O 
... OT B-O 
) OT B-O 
. OT B-O 
Extreme LF B-LF 
case LF I-LF 
formulations LF I-LF 
( OT B-O 
ECF AN B-AN 
) OT B-O 
are OT B-O 
lexical OT B-O 
patterns OT B-O 
emphasizing OT B-O 
extremeness OT B-O 
( OT B-O 
e.g. OT B-O 
, OT B-O 
This OT B-O 
is OT B-O 

NPHIL OT B-O 
= OT B-O 
Stray OT B-O 
NP OT B-O 
: LF B-LF 
Volume OT B-O 
I OT B-O 
: LF I-LF 
Syntax OT B-O 
, OT B-O 
SUBJ OT B-O 
= OT B-O 
Subject OT B-O 
: LF I-LF 
H__~e OT B-O 
reads. OT B-O 
, OT B-O 

In OT B-O 
this OT B-O 
paper OT B-O 
, OT B-O 
we OT B-O 
describe OT B-O 
an LF B-LF 
initial OT B-O 
implementation OT B-O 
of OT B-O 
a LF I-LF 
general OT B-O 
spoken OT B-O 
language OT B-O 
interface OT B-O 
, OT B-O 
the OT B-O 
Carnegie LF I-LF 
Mellon LF I-LF 
Spoken LF I-LF 
Language LF I-LF 
Shell LF I-LF 
( OT B-O 
CM-SLS AN B-AN 
) OT B-O 
which OT B-O 
provides OT B-O 
voice OT B-O 
interface OT B-O 
services OT B-O 
to OT B-O 
a LF I-LF 
variable OT B-O 
number OT B-O 
of OT B-O 
applica- OT B-O 

implicit OT B-O 
( OT B-O 
assuming OT B-O 
a LF B-LF 
good OT B-O 
enough OT B-O 
coverage OT B-O 
of OT B-O 
the OT B-O 
marker OT B-O 
resource OT B-O 
) OT B-O 
. OT B-O 
The OT B-O 
Annodis OT B-O 
corpus OT B-O 
lists OT B-O 
rhetorical OT B-O 
relations OT B-O 
between OT B-O 
elementary LF I-LF 
discourse LF I-LF 
units LF I-LF 
( OT B-O 
EDUs AN B-AN 
) OT B-O 
, OT B-O 
typically OT B-O 
clauses OT B-O 
, OT B-O 
and OT B-O 
complex OT B-O 
discourse LF I-LF 
units LF I-LF 
( OT B-O 
sets OT B-O 
of OT B-O 
EDUs AN I-AN 
) OT B-O 
; OT B-O 
as OT B-O 
a LF I-LF 
simplification OT B-O 
we OT B-O 
only OT B-O 
consider OT B-O 
EDUs AN I-AN 
, OT B-O 
since OT B-O 
the OT B-O 
question OT B-O 
of OT B-O 
what OT B-O 
is LF I-LF 
a LF I-LF 
main OT B-O 
verb OT B-O 
of OT B-O 

among OT B-O 
other OT B-O 
ways OT B-O 
) OT B-O 
. OT B-O 
We OT B-O 
refer OT B-O 
to OT B-O 
cases OT B-O 
in OT B-O 
which OT B-O 
the OT B-O 
subject OT B-O 
and OT B-O 
object OT B-O 
of OT B-O 
the OT B-O 
relation OT B-O 
are OT B-O 
contained OT B-O 
within OT B-O 
a LF B-LF 
phrase OT B-O 
headed OT B-O 
by OT B-O 
a LF I-LF 
Noun OT B-O 
as OT B-O 
Relational LF I-LF 
NP LF I-LF 
? LF I-LF 
s LF I-LF 
( OT B-O 
RNP AN I-AN 
) OT B-O 
. OT B-O 

been OT B-O 
annotated OT B-O 
and OT B-O 
fed OT B-O 
into OT B-O 
a LF B-LF 
specialized OT B-O 
learning OT B-O 
system OT B-O 
that OT B-O 
learns OT B-O 
classification OT B-O 
rules OT B-O 
. OT B-O 
The OT B-O 
rules OT B-O 
are OT B-O 
learned OT B-O 
through OT B-O 
an LF I-LF 
iterative LF I-LF 
semantic LF I-LF 
specialization LF I-LF 
( OT B-O 
ISS AN B-AN 
) OT B-O 
method OT B-O 
applied OT B-O 
to OT B-O 
noun OT B-O 
phrase OT B-O 
constituents OT B-O 
. OT B-O 

? OT B-O 
Left OT B-O 
Reveal LF B-LF 
( OT B-O 
LRev OT B-O 
) AN B-AN 
: OT B-O 
Pop OT B-O 
the OT B-O 
top OT B-O 
two OT B-O 
nodes OT B-O 
in OT B-O 
the OT B-O 
stack OT B-O 
( OT B-O 
left OT B-O 
, OT B-O 
right OT B-O 
) AN I-AN 
. OT B-O 

? OT B-O 
MEA+LexPageRank OT B-O 
( OT B-O 
MEALR OT B-O 
) AN B-AN 
: OT B-O 
This OT B-O 
method OT B-O 
applies OT B-O 
the OT B-O 
proposed OT B-O 
mixture-event-aspect OT B-O 
model OT B-O 
to OT B-O 

To OT B-O 
experiment OT B-O 
on OT B-O 
MAYA AN B-AN 
, OT B-O 
we OT B-O 
compute OT B-O 
the OT B-O 
performance OT B-O 
score OT B-O 
as OT B-O 
the OT B-O 
Reciprocal OT B-O 
Answer OT B-O 
Rank LF B-LF 
( OT B-O 
RAR AN B-AN 
) OT B-O 
of OT B-O 
the OT B-O 
first OT B-O 
correct OT B-O 
answer OT B-O 
given OT B-O 
by OT B-O 
each OT B-O 
question OT B-O 
. OT B-O 

? OT B-O 
PT OT B-O 
( AN B-AN 
parse OT B-O 
tree LF B-LF 
) LF I-LF 

gle OT B-O 
word OT B-O 
maze OT B-O 
) OT B-O 
; OT B-O 
B-M AN B-AN 
( OT B-O 
beginning LF B-LF 
of LF B-LF 
multi-word OT B-O 
72 OT B-O 
maze OT B-O 
) OT B-O 
; OT B-O 
I-M AN B-AN 
( OT B-O 
in LF I-LF 
multi-word OT B-O 
maze OT B-O 
) OT B-O 
; OT B-O 
and OT B-O 
E-M AN B-AN 
( OT B-O 
end LF I-LF 
of LF I-LF 
multi-word OT B-O 
maze OT B-O 
) OT B-O 
. OT B-O 

( OT B-O 
wine OT B-O 
) OT B-O 
is OT B-O 
localized LF B-LF 
to OT B-O 
exterior OT B-O 
locus LF B-LF 
( OT B-O 
barrel OT B-O 
) OT B-O 
and OT B-O 
crosses OT B-O 
the OT B-O 
intermediate OT B-O 
locus LF I-LF 
IME AN B-AN 
( OT B-O 
LOC AN B-AN 
) OT B-O 
to OT B-O 
be OT B-O 
localized LF I-LF 
to OT B-O 
the OT B-O 
interior OT B-O 
INT AN B-AN 
( OT B-O 
LOC AN I-AN 
) OT B-O 
( OT B-O 
the_bottle OT B-O 
) OT B-O 
. OT B-O 

2 OT B-O 
System OT B-O 
Overview OT B-O 
Our OT B-O 
system OT B-O 
, OT B-O 
named OT B-O 
PML OT B-O 
Tree LF B-LF 
Query LF I-LF 
( OT B-O 
PML-TQ OT B-O 
) AN B-AN 
, OT B-O 
consists OT B-O 
of OT B-O 
three OT B-O 
main OT B-O 
components OT B-O 
( OT B-O 
discussed OT B-O 
fur- OT B-O 

Clark OT B-O 
, OT B-O 
2008 OT B-O 
) OT B-O 
. OT B-O 
For OT B-O 
constituent-based OT B-O 
parsing OT B-O 
using OT B-O 
the OT B-O 
Chinese LF B-LF 
Treebank LF I-LF 
( OT B-O 
CTB AN B-AN 
) OT B-O 
, OT B-O 
Wang OT B-O 
et OT B-O 
al OT B-O 
( OT B-O 
2006 OT B-O 
) OT B-O 
have OT B-O 
shown OT B-O 
that OT B-O 
a LF I-LF 
shift-reduce OT B-O 
parser OT B-O 
can OT B-O 
give OT B-O 

NEARING OT B-O 
A LF B-LF 
PROJECT OT B-O 
PROPOSAL OT B-O 
TO OT B-O 
OTTA AN I-AN 
BOARD OT B-O 
As LF I-LF 
the OT B-O 
Urns OT B-O 
, OT B-O 
, OT B-O 
. OT B-O 
C6ngress OT B-O 
Office LF I-LF 
of LF I-LF 
Techdblogy LF I-LF 
Assessment LF I-LF 
( OT B-O 
OTA AN I-AN 
) OT B-O 
planning OT B-O 
sttidy OT B-O 
on OT B-O 
te OT B-O 
lecomunica OT B-O 
t LF I-LF 
ions OT B-O 
, OT B-O 
computers OT B-O 
and OT B-O 
information OT B-O 
p OT B-O 
o LF I-LF 
l LF I-LF 
i LF I-LF 
c LF I-LF 
i LF I-LF 
e LF I-LF 
s LF I-LF 
approaches OT B-O 

1 OT B-O 
Introduction OT B-O 
In OT B-O 
this OT B-O 
paper OT B-O 
, OT B-O 
we OT B-O 
describe OT B-O 
our OT B-O 
submission OT B-O 
to OT B-O 
the OT B-O 
Genia LF B-LF 
Event LF I-LF 
( OT B-O 
GE AN B-AN 
) OT B-O 
information OT B-O 
extraction OT B-O 
subtask OT B-O 
of OT B-O 
the OT B-O 
BioNLP AN B-AN 
Shared OT B-O 
Task OT B-O 
. OT B-O 

1 OT B-O 
N OT B-O 
79.4 OT B-O 
80.6 OT B-O 
1.89 OT B-O 
46.2 OT B-O 
74.5 OT B-O 
2 OT B-O 
Y OT B-O 
80.8 OT B-O 
81.4 OT B-O 
1.70 OT B-O 
44.3 OT B-O 
80.4 OT B-O 
Table OT B-O 
1 OT B-O 
: OT B-O 
Results OT B-O 
for OT B-O 
parsing OT B-O 
section OT B-O 
0 OT B-O 
( OT B-O 

guished OT B-O 
in OT B-O 
Boxer OT B-O 
: OT B-O 
1 OT B-O 
. OT B-O 
Discourse LF B-LF 
Representation LF I-LF 
Structures LF I-LF 
( OT B-O 
DRSs AN B-AN 
) OT B-O 
2 OT B-O 
. OT B-O 

3.3 OT B-O 
Linear-chain OT B-O 
CRF LF B-LF 
for OT B-O 
Extraction OT B-O 
The OT B-O 
alignment OT B-O 
CRF LF I-LF 
( OT B-O 
AlignCRF OT B-O 
) AN I-AN 
model OT B-O 
described OT B-O 
in OT B-O 
Section OT B-O 
3.1 OT B-O 
is OT B-O 
able OT B-O 
to OT B-O 
predict OT B-O 
labels OT B-O 
for OT B-O 
a OT B-O 
text OT B-O 

Table OT B-O 
2 OT B-O 
: OT B-O 
The OT B-O 
evaluation OT B-O 
for OT B-O 
each OT B-O 
combination OT B-O 
of OT B-O 
agents OT B-O 
. OT B-O 
LB AN B-AN 
= OT B-O 
ListenerBot LF B-LF 
; OT B-O 
DB AN B-AN 
= OT B-O 
DialogBot LF B-LF 
. OT B-O 

3.1 OT B-O 
Annotating OT B-O 
message-level OT B-O 
data OT B-O 
Amazon OT B-O 
? OT B-O 
s OT B-O 
Mechanical OT B-O 
Turk LF B-LF 
( OT B-O 
MTurk OT B-O 
) AN I-AN 
was OT B-O 
used OT B-O 
to OT B-O 
annotate OT B-O 
the OT B-O 
5,000 OT B-O 
random OT B-O 
English OT B-O 
( OT B-O 
American OT B-O 
) AN I-AN 

Abstract OT B-O 
This OT B-O 
paper OT B-O 
introduces OT B-O 
a LF B-LF 
tensor-based OT B-O 
approach OT B-O 
to OT B-O 
semantic LF I-LF 
role LF I-LF 
labeling LF I-LF 
( OT B-O 
SRL AN B-AN 
) OT B-O 
. OT B-O 
The OT B-O 
motiva- OT B-O 

1 OT B-O 
. OT B-O 
INTRODUCTION OT B-O 
Hidden LF B-LF 
Markov LF I-LF 
Models LF I-LF 
( OT B-O 
HMMs AN B-AN 
) OT B-O 
have OT B-O 
been OT B-O 
used OT B-O 
suc- OT B-O 
cessfully OT B-O 
in OT B-O 
a LF I-LF 
wide OT B-O 
variety OT B-O 
of OT B-O 
recognition OT B-O 
tasks OT B-O 
ranging OT B-O 

course OT B-O 
structure OT B-O 
. OT B-O 
In OT B-O 
Proceedings OT B-O 
of OT B-O 
the OT B-O 
International OT B-O 
Conference OT B-O 
in LF B-LF 
Computational LF I-LF 
Linguistics LF I-LF 
( OT B-O 
COLING AN B-AN 
) OT B-O 
, OT B-O 
pages OT B-O 
43 OT B-O 
? OT B-O 
49 OT B-O 
. OT B-O 

namely OT B-O 
, OT B-O 
the OT B-O 
set OT B-O 
{ OT B-O 
? OT B-O 
( OT B-O 
D LF B-LF 
) OT B-O 
d OT B-O 
|ad OT B-O 
= OT B-O 
a LF I-LF 
} OT B-O 
, OT B-O 
where OT B-O 
ad OT B-O 
is OT B-O 
the OT B-O 
author OT B-O 
of OT B-O 
document OT B-O 
d. OT B-O 
An OT B-O 
alternative OT B-O 
approach OT B-O 
is OT B-O 
LDA-S AN I-AN 
( OT B-O 
LDA LF I-LF 
with LF I-LF 
a LF I-LF 
single LF I-LF 
document OT B-O 
per OT B-O 
author OT B-O 
) OT B-O 
, OT B-O 
where OT B-O 
each OT B-O 
author OT B-O 
? OT B-O 
s LF I-LF 
documents OT B-O 
are OT B-O 
concatenated OT B-O 
into OT B-O 
a LF I-LF 
single LF I-LF 
document OT B-O 
in LF I-LF 
a LF I-LF 
preprocessing OT B-O 
step OT B-O 
, OT B-O 
LDA LF I-LF 
is OT B-O 
run OT B-O 

It OT B-O 
has OT B-O 
been OT B-O 
shown OT B-O 
in LF B-LF 
( OT B-O 
Ando OT B-O 
and OT B-O 
Zhang OT B-O 
, OT B-O 
2005a OT B-O 
) OT B-O 
that OT B-O 
the OT B-O 
optimization OT B-O 
problem OT B-O 
( OT B-O 
3 OT B-O 
) OT B-O 
has OT B-O 
a LF I-LF 
simple OT B-O 
solution OT B-O 
using OT B-O 
singular LF I-LF 
value LF I-LF 
decomposition LF I-LF 
( OT B-O 
SVD AN B-AN 
) OT B-O 
when OT B-O 
we OT B-O 
choose OT B-O 
square OT B-O 
regularization OT B-O 
: OT B-O 
r LF I-LF 
( OT B-O 
f OT B-O 

complementary OT B-O 
features OT B-O 
( AN B-AN 
Section OT B-O 
3.3 OT B-O 
) OT B-O 
. OT B-O 
3.2 OT B-O 
Mining OT B-O 
Labeled LF B-LF 
Sequential LF I-LF 
Patterns LF I-LF 
( AN I-AN 
LSP AN I-AN 
) OT B-O 
Labeled LF I-LF 
Sequential LF I-LF 
Patterns LF I-LF 
( AN I-AN 
LSP AN I-AN 
) OT B-O 
. OT B-O 

class OT B-O 
of OT B-O 
mildly OT B-O 
context OT B-O 
sensitive OT B-O 
grsmmars OT B-O 
which OT B-O 
we OT B-O 
230 OT B-O 
call OT B-O 
`` OT B-O 
Ranked LF B-LF 
Node LF I-LF 
Rewriting LF I-LF 
Grammaxs LF I-LF 
'' OT B-O 
( OT B-O 
RNRG AN B-AN 
's AN I-AN 
) OT B-O 
. OT B-O 

we OT B-O 
often OT B-O 
decompose OT B-O 
the OT B-O 
global OT B-O 
probability OT B-O 
of OT B-O 
sequences OT B-O 
using OT B-O 
a LF B-LF 
directed OT B-O 
graphical OT B-O 
model LF I-LF 
( OT B-O 
e.g. OT B-O 
, OT B-O 
an OT B-O 
HMM AN B-AN 
( OT B-O 
Brants OT B-O 
, OT B-O 
2000 OT B-O 
) OT B-O 
or OT B-O 
a LF I-LF 
conditional LF I-LF 
Markov LF I-LF 
model LF I-LF 
( OT B-O 
CMM AN B-AN 
) OT B-O 
( OT B-O 
Ratnaparkhi OT B-O 
, OT B-O 
1996 OT B-O 
) OT B-O 
) OT B-O 
. OT B-O 

To OT B-O 
this OT B-O 
end OT B-O 
, OT B-O 
we OT B-O 
employ OT B-O 
the OT B-O 
27 OT B-O 
Adaptive LF B-LF 
Hierarchical LF I-LF 
Density LF I-LF 
Histograms LF I-LF 
( OT B-O 
AHDH AN B-AN 
) OT B-O 
as OT B-O 
visual OT B-O 
feature OT B-O 
vectors OT B-O 
, OT B-O 
due OT B-O 
to LF I-LF 
the OT B-O 
fact OT B-O 
that OT B-O 
they OT B-O 
have OT B-O 
shown OT B-O 
discriminative OT B-O 
power OT B-O 
between OT B-O 
binary OT B-O 
complex OT B-O 
drawings OT B-O 
( OT B-O 
Sidiropoulos OT B-O 
et OT B-O 
al. OT B-O 
, OT B-O 

actual OT B-O 
dependency OT B-O 
annotations OT B-O 
cheaply OT B-O 
. OT B-O 
We OT B-O 
use OT B-O 
the OT B-O 
Graph LF B-LF 
Fragment LF I-LF 
Language LF I-LF 
( OT B-O 
GFL AN B-AN 
) OT B-O 
, OT B-O 
which OT B-O 
was OT B-O 
created OT B-O 
with OT B-O 
the OT B-O 
goal OT B-O 
of OT B-O 
making OT B-O 
annotations OT B-O 
eas- OT B-O 

with OT B-O 
parts OT B-O 
of OT B-O 
the OT B-O 
annotated OT B-O 
logical OT B-O 
form OT B-O 
. OT B-O 
 OT B-O 
