-DOCSTART- -X- O
đặc OT B-O 
trưng OT B-O 
tiềm OT B-O 
ẩn OT B-O 
, OT B-O 
kiến OT B-O 
trúc OT B-O 
là OT B-O 
tìm OT B-O 
hiểu OT B-O 
một OT B-O 
không OT B-O 
gian OT B-O 
chiều OT B-O 
thấp OT B-O 
, OT B-O 
tiềm OT B-O 
ẩn OT B-O 
phổ OT B-O 
biến OT B-O 

dùng OT B-O 
và OT B-O 
item OT B-O 
; OT B-O 
k OT B-O 
là OT B-O 
số OT B-O 
chiều OT B-O 
của OT B-O 
không OT B-O 
gian OT B-O 
thuộc OT B-O 
tính OT B-O 
ẩn OT B-O 
. OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Trọng OT B-O 
Nhật OT B-O 
, OT B-O 
20143316 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN OT B-O 
- OT B-O 
CNTT OT B-O 
18 OT B-O 

∇ OT B-O 
ΘAB OT B-O 
log OT B-O 
P OT B-O 
( OT B-O 
s|smid OT B-O 
, OT B-O 
k OT B-O 
; OT B-O 
ΘAB OT B-O 
) OT B-O 
] OT B-O 
K OT B-O 
k OT B-O 
=1 OT B-O 
Cập OT B-O 
nhật OT B-O 
tham OT B-O 
số OT B-O 
: OT B-O 

24 OT B-O 
3 OT B-O 
BÀI OT B-O 
TOÁN OT B-O 
HỆ OT B-O 
GỢI OT B-O 
Ý OT B-O 
VỚI OT B-O 
DỮ OT B-O 
LIỆU OT B-O 
HÀNH OT B-O 
VI OT B-O 
TIỀM OT B-O 
ẨN OT B-O 
VÀ OT B-O 
RÕ OT B-O 

Email OT B-O 
: OT B-O 
phuc.vh173305 OT B-O 
@ OT B-O 
sis.hust.edu.vn OT B-O 
Lớp OT B-O 
: OT B-O 
KHMT OT B-O 
. OT B-O 
01 OT B-O 
– OT B-O 
K62 OT B-O 
. OT B-O 
Hệ OT B-O 
đào OT B-O 
tạo OT B-O 
: OT B-O 
Đại OT B-O 
học OT B-O 
chính OT B-O 
quy OT B-O 

trong OT B-O 
Hình OT B-O 
16 OT B-O 
. OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Trọng OT B-O 
Nhật OT B-O 
, OT B-O 
20143316 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN OT B-O 
- OT B-O 
CNTT OT B-O 
37 OT B-O 

Giảng OT B-O 
viên OT B-O 
hướng OT B-O 
dẫn OT B-O 
PGS OT B-O 
. OT B-O 
TS OT B-O 
. OT B-O 
Thân OT B-O 
Quang OT B-O 
Khoát OT B-O 
2 OT B-O 

CHƯƠNG OT B-O 
6 OT B-O 
. OT B-O 
KẾT OT B-O 
LUẬN OT B-O 
6.1 OT B-O 

tri OT B-O 
thức OT B-O 
tiên OT B-O 
nghiệm OT B-O 
nhúng OT B-O 
của OT B-O 
từ OT B-O 
- OT B-O 
Poisson OT B-O 
Matrix OT B-O 
Factorization OT B-O 
using OT B-O 
Word OT B-O 
Embedding OT B-O 
Prior OT B-O 
( OT B-O 
PFEP OT B-O 
) OT B-O 
. OT B-O 
Tương OT B-O 
tự OT B-O 
với OT B-O 
mô OT B-O 
hình OT B-O 
CTMP OT B-O 
, OT B-O 
ý OT B-O 
tưởng OT B-O 
xây OT B-O 
dựng OT B-O 
mô OT B-O 
hình OT B-O 
này OT B-O 
trên OT B-O 
cơ OT B-O 
sở OT B-O 

Do OT B-O 
đây OT B-O 
là OT B-O 
phương OT B-O 
pháp OT B-O 
cuối OT B-O 
cùng OT B-O 
trong OT B-O 
tổ OT B-O 
hợp OT B-O 
các OT B-O 
bài OT B-O 
trình OT B-O 
bày OT B-O 
hướng OT B-O 
nghiên OT B-O 
cứu OT B-O 
SSL OT B-O 
, OT B-O 
nên OT B-O 
bảng OT B-O 
6 OT B-O 
sau OT B-O 
đây OT B-O 
chính OT B-O 
là OT B-O 
kết OT B-O 
quả OT B-O 
của OT B-O 
việc OT B-O 
huấn OT B-O 
luyện OT B-O 
lớp OT B-O 
giữ OT B-O 
nguyên OT B-O 
các OT B-O 
tham OT B-O 
số OT B-O 
của OT B-O 
mạng OT B-O 
encoder OT B-O 
học OT B-O 
được OT B-O 
từ OT B-O 

30 OT B-O 
4 OT B-O 
CÁC OT B-O 
MÔ OT B-O 
HÌNH OT B-O 
ĐỀ OT B-O 
XUẤT OT B-O 

PGS OT B-O 
. OT B-O 
TS OT B-O 
. OT B-O 
Thân OT B-O 
Quang OT B-O 
Khoát OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
Chữ OT B-O 
ký OT B-O 
GVHD OT B-O 

tập OT B-O 
con OT B-O 
khác OT B-O 
nhau OT B-O 
. OT B-O 
1 OT B-O 
. OT B-O 
9 OT B-O 
Manifold OT B-O 
Learning OT B-O 
và OT B-O 
thuật OT B-O 
toán OT B-O 
Local OT B-O 
Linear OT B-O 
Embedding OT B-O 
( OT B-O 
LLE OT B-O 
) OT B-O 
Locally OT B-O 
Linear OT B-O 
Embedding OT B-O 
( OT B-O 
LLE OT B-O 
) OT B-O 
là OT B-O 
một OT B-O 
thuật OT B-O 
toán OT B-O 
giảm OT B-O 
chiều OT B-O 
dữ OT B-O 
liệu OT B-O 
phi OT B-O 
tuyến OT B-O 

Chúng OT B-O 
ta OT B-O 
gọi OT B-O 
đây OT B-O 
là OT B-O 
vấn OT B-O 
đề OT B-O 
vanishing OT B-O 
variance OT B-O 
. OT B-O 
Điều OT B-O 
này OT B-O 
đồng OT B-O 
nghĩa OT B-O 
với OT B-O 
việc OT B-O 
mô OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN OT B-O 
- OT B-O 
CNTT OT B-O 

4 OT B-O 
. OT B-O 
2 OT B-O 
. OT B-O 
3 OT B-O 
Kết OT B-O 
quả OT B-O 
cài OT B-O 
đặt OT B-O 
và OT B-O 
so OT B-O 
sánh OT B-O 
với OT B-O 
các OT B-O 
nghiên OT B-O 
cứu OT B-O 
trước OT B-O 
So OT B-O 
sánh OT B-O 
với OT B-O 
các OT B-O 
kết OT B-O 
quả OT B-O 
nghiên OT B-O 
cứu OT B-O 
gần OT B-O 
đây OT B-O 
cho OT B-O 
thấy OT B-O 
, OT B-O 
kết OT B-O 
quả OT B-O 
trong OT B-O 
bài OT B-O 
nghiên OT B-O 
cứu OT B-O 
của OT B-O 
em OT B-O 
đạt OT B-O 
kết OT B-O 
quả OT B-O 
tốt OT B-O 
nhất OT B-O 
trên OT B-O 
cả OT B-O 
PDTB OT B-O 
- OT B-O 
Lin OT B-O 
và OT B-O 
PDTB OT B-O 
- OT B-O 
Ji OT B-O 
đối OT B-O 
với OT B-O 
11 OT B-O 
- OT B-O 
way OT B-O 
classification OT B-O 
. OT B-O 

Đại OT B-O 
lượng OT B-O 
KL OT B-O 
này OT B-O 
chính OT B-O 
là OT B-O 
đại OT B-O 
lượng OT B-O 
ràng OT B-O 
buộc OT B-O 
trong OT B-O 
hướng OT B-O 
tiếp OT B-O 
cận OT B-O 
dựa OT B-O 
trên OT B-O 
ràng OT B-O 
buộc OT B-O 
trọng OT B-O 
số OT B-O 
đã OT B-O 
trình OT B-O 
bày OT B-O 
ở OT B-O 
trên OT B-O 
, OT B-O 
với OT B-O 
mục OT B-O 
đích OT B-O 
kiểm OT B-O 
soát OT B-O 
tính OT B-O 
ổn OT B-O 
định OT B-O 
của OT B-O 
các OT B-O 
trọng OT B-O 
số OT B-O 
quan OT B-O 
trọng OT B-O 
và OT B-O 
tính OT B-O 

4 OT B-O 
CÁC OT B-O 
MÔ OT B-O 
HÌNH OT B-O 
ĐỀ OT B-O 
XUẤT OT B-O 
Hình OT B-O 
12 OT B-O 
: OT B-O 
Mô OT B-O 
hình OT B-O 
ITE OT B-O 
- OT B-O 
user OT B-O 
_ OT B-O 
item OT B-O 
_ OT B-O 
pcat OT B-O 

Khi OT B-O 
đó OT B-O 
chúng OT B-O 
ta OT B-O 
ước OT B-O 
lượng OT B-O 
biến OT B-O 
ẩn OT B-O 
β OT B-O 
chính OT B-O 
bằng OT B-O 
kỳ OT B-O 
vọng OT B-O 
của OT B-O 
phân OT B-O 
phối OT B-O 
Dirichlet OT B-O 
với OT B-O 
tham OT B-O 
số OT B-O 
λ OT B-O 
trên OT B-O 
, OT B-O 
tức OT B-O 
là OT B-O 
: OT B-O 
P OT B-O 

4 OT B-O 
CÁC OT B-O 
MÔ OT B-O 
HÌNH OT B-O 
ĐỀ OT B-O 
XUẤT OT B-O 
zone OT B-O 
1 OT B-O 
. OT B-O 
Kiến OT B-O 
trúc OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
ITE OT B-O 
- OT B-O 
3 OT B-O 
( OT B-O 
thêm OT B-O 
đầu OT B-O 
vào OT B-O 
zone OT B-O 
so OT B-O 
với OT B-O 
ITE OT B-O 
- OT B-O 
2 OT B-O 
) OT B-O 
được OT B-O 

Bảng OT B-O 
5 OT B-O 
: OT B-O 
Kết OT B-O 
quả OT B-O 
thử OT B-O 
nghiệm OT B-O 
( OT B-O 
F1 OT B-O 
) OT B-O 
cho OT B-O 
binary OT B-O 
classification OT B-O 
… OT B-O 
… OT B-O 
… OT B-O 
… OT B-O 
… OT B-O 
… OT B-O 
… OT B-O 
… OT B-O 
… OT B-O 
… OT B-O 
.. OT B-O 
36 OT B-O 

đặc OT B-O 
trưng OT B-O 
và OT B-O 
dự OT B-O 
đoán OT B-O 
bệnh OT B-O 
Alzheimer OT B-O 
. OT B-O 
Xie OT B-O 
và OT B-O 
cộng OT B-O 
sự OT B-O 
( OT B-O 
2018 OT B-O 
) OT B-O 
[ OT B-O 
38 OT B-O 
] OT B-O 
sử OT B-O 
dụng OT B-O 
ANN OT B-O 
cùng OT B-O 

sử OT B-O 
dụng OT B-O 
để OT B-O 
vec-tơ OT B-O 
hóa OT B-O 
biểu OT B-O 
diễn OT B-O 
của OT B-O 
các OT B-O 
item OT B-O 
khi OT B-O 
nội OT B-O 
dung OT B-O 
các OT B-O 
item OT B-O 
ở OT B-O 
dạng OT B-O 
văn OT B-O 
bản OT B-O 
. OT B-O 
Trong OT B-O 
khuôn OT B-O 
khổ OT B-O 
đồ OT B-O 
án OT B-O 
, OT B-O 
em OT B-O 
sẽ OT B-O 
không OT B-O 
đi OT B-O 
vào OT B-O 
chi OT B-O 
tiết OT B-O 
mô OT B-O 
hình OT B-O 
LDA OT B-O 
, OT B-O 

pháp OT B-O 
đi OT B-O 
theo OT B-O 
hướng OT B-O 
tiếp OT B-O 
cận OT B-O 
Bayesian OT B-O 
là OT B-O 
VCL OT B-O 
và OT B-O 
UCB OT B-O 
. OT B-O 
3.2 OT B-O 
Variational OT B-O 
continual OT B-O 
learning OT B-O 
( OT B-O 
VCL OT B-O 
) OT B-O 

( OT B-O 
các OT B-O 
độ OT B-O 
đo OT B-O 
AUC OT B-O 
, OT B-O 
MRR OT B-O 
, OT B-O 
nDCG OT B-O 
@ OT B-O 
5 OT B-O 
và OT B-O 
nDCG OT B-O 
@ OT B-O 
10 OT B-O 
sẽ OT B-O 
được OT B-O 
trình OT B-O 
bày OT B-O 
cụ OT B-O 
thể OT B-O 
ở OT B-O 
chương OT B-O 
4 OT B-O 
) OT B-O 
: OT B-O 
9 OT B-O 

= OT B-O 
L OT B-O 
( OT B-O 
q OT B-O 
) OT B-O 
+ OT B-O 
KL OT B-O 
( OT B-O 
q|| OT B-O 
p OT B-O 
) OT B-O 
( OT B-O 
2 OT B-O 
) OT B-O 
trong OT B-O 
đó OT B-O 
, OT B-O 
chúng OT B-O 
ta OT B-O 
đang OT B-O 
giả OT B-O 
định OT B-O 
tổng OT B-O 
quát OT B-O 
rằng OT B-O 
các OT B-O 
biến OT B-O 
ẩn OT B-O 
Z OT B-O 
là OT B-O 
biến OT B-O 
ngẫu OT B-O 

V OT B-O 
= OT B-O 
M OT B-O 
( OT B-O 
Arg1 OT B-O 
, OT B-O 
Arg2 OT B-O 
) OT B-O 
trong OT B-O 
đó OT B-O 
M OT B-O 
là OT B-O 
mô OT B-O 
hình OT B-O 
encoder OT B-O 
chứa OT B-O 
toàn OT B-O 
bộ OT B-O 
ba OT B-O 
module OT B-O 
đã OT B-O 
mô OT B-O 
tả OT B-O 
trên OT B-O 
Arg1 OT B-O 
, OT B-O 
Arg2 OT B-O 
là OT B-O 
hai OT B-O 
câu OT B-O 
đầu OT B-O 
vào OT B-O 
ban OT B-O 
đầu OT B-O 

hình OT B-O 
24 OT B-O 
: OT B-O 
ACD OT B-O 
ca OT B-O 
sử OT B-O 
dụng OT B-O 
sửa OT B-O 
thông OT B-O 
tin OT B-O 
cá OT B-O 
nhân OT B-O 
44 OT B-O 

2.3 OT B-O 
. OT B-O 
1 OT B-O 
Đồ OT B-O 
thị OT B-O 
8 OT B-O 
2 OT B-O 
. OT B-O 
3 OT B-O 
. OT B-O 
2 OT B-O 
Graph OT B-O 
Convolutional OT B-O 
Networks OT B-O 
( OT B-O 
GCN OT B-O 
) OT B-O 

Bên OT B-O 
cạnh OT B-O 
đó OT B-O 
, OT B-O 
khi OT B-O 
so OT B-O 
sánh OT B-O 
và OT B-O 
đánh OT B-O 
giá OT B-O 
độ OT B-O 
chính OT B-O 
xác OT B-O 
giữa OT B-O 
mô OT B-O 
hình OT B-O 
HAN OT B-O 
với OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
khác OT B-O 
( OT B-O 
được OT B-O 
liệt OT B-O 
kê OT B-O 
ở OT B-O 
phần OT B-O 
tiếp OT B-O 
theo OT B-O 
) OT B-O 
, OT B-O 
em OT B-O 
sử OT B-O 
dụng OT B-O 
độ OT B-O 
đo OT B-O 
F1 OT B-O 
. OT B-O 
4 OT B-O 
. OT B-O 
2 OT B-O 
. OT B-O 
4 OT B-O 
Tinh OT B-O 
chỉnh OT B-O 
trên OT B-O 
tập OT B-O 
siêu OT B-O 
tham OT B-O 
số OT B-O 
( OT B-O 
hyper OT B-O 
parameters OT B-O 
) OT B-O 

HÀ OT B-O 
NỘI OT B-O 
, OT B-O 
06/2021 OT B-O 
Phiếu OT B-O 
giao OT B-O 
nhiệm OT B-O 
vụ OT B-O 
đồ OT B-O 
án OT B-O 
tốt OT B-O 
nghiệp OT B-O 
1 OT B-O 
. OT B-O 
Thông OT B-O 
tin OT B-O 
về OT B-O 
sinh OT B-O 
viên OT B-O 
: OT B-O 

thể OT B-O 
hiện OT B-O 
bằng OT B-O 
công OT B-O 
thức OT B-O 
sau OT B-O 
: OT B-O 
𝐿 OT B-O 
= OT B-O 
− OT B-O 
∑ OT B-O 
𝑖∈𝑆 OT B-O 

lưu OT B-O 
thành OT B-O 
các OT B-O 
thư OT B-O 
mục OT B-O 
2 OT B-O 
- OT B-O 
NTD OT B-O 
chọn OT B-O 
vào OT B-O 
1 OT B-O 
thư OT B-O 
mục OT B-O 
bất OT B-O 
kì OT B-O 
, OT B-O 
sẽ OT B-O 
hiện OT B-O 
ra OT B-O 
danh OT B-O 
sách OT B-O 
các OT B-O 
hồ OT B-O 
sơ OT B-O 
được OT B-O 
lưu OT B-O 
trong OT B-O 
thư OT B-O 
mục OT B-O 
đó OT B-O 

Tuy OT B-O 
nhiên OT B-O 
, OT B-O 
ngoài OT B-O 
những OT B-O 
điều OT B-O 
cải OT B-O 
thiện OT B-O 
được OT B-O 
so OT B-O 
với OT B-O 
mô OT B-O 
hình OT B-O 
NRMS OT B-O 
thì OT B-O 
mô OT B-O 
hình OT B-O 
NAML OT B-O 
vẫn OT B-O 
chưa OT B-O 
giải OT B-O 
quyết OT B-O 
được OT B-O 
một OT B-O 
số OT B-O 
vấn OT B-O 
đề OT B-O 
đặt OT B-O 
ra OT B-O 
đối OT B-O 
với OT B-O 
mô OT B-O 
hình OT B-O 
NRMS OT B-O 
đã OT B-O 
nêu OT B-O 
. OT B-O 

𝐺𝑅𝑈 OT B-O 
( OT B-O 
𝑥𝑖𝑡 OT B-O 
) OT B-O 
, OT B-O 
𝑡 OT B-O 
∈ OT B-O 
[ OT B-O 
𝑇 OT B-O 
, OT B-O 
1 OT B-O 
] OT B-O 
Với OT B-O 
từ OT B-O 
𝑤𝑖𝑡 OT B-O 
, OT B-O 
ta OT B-O 
xây OT B-O 
dựng OT B-O 
được OT B-O 
một OT B-O 
chuỗi OT B-O 
mã OT B-O 
hóa OT B-O 
bằng OT B-O 
cách OT B-O 
ghép OT B-O 
trạng OT B-O 
thái OT B-O 
ẩn OT B-O 
tiến OT B-O 
ℎ⃗⃗𝑖𝑡 OT B-O 
với OT B-O 
trạng OT B-O 
thái OT B-O 
ẩn OT B-O 
lùi OT B-O 
ℎ⃖⃗𝑖𝑡 OT B-O 
. OT B-O 

) OT B-O 
( OT B-O 
35 OT B-O 
) OT B-O 
trong OT B-O 
đó OT B-O 
LI OT B-O 
, OT B-O 
LE OT B-O 
tương OT B-O 
ứng OT B-O 
là OT B-O 
phần OT B-O 
hàm OT B-O 
lỗi OT B-O 
của OT B-O 
dữ OT B-O 
liệu OT B-O 
hành OT B-O 
vi OT B-O 
tiềm OT B-O 
ẩn OT B-O 
và OT B-O 
hành OT B-O 

Tham OT B-O 
số OT B-O 
α OT B-O 
được OT B-O 
đặt OT B-O 
là OT B-O 
0.1 OT B-O 
. OT B-O 
Bảng OT B-O 
3 OT B-O 
. OT B-O 
1 OT B-O 
: OT B-O 
Điểm OT B-O 
BLEU OT B-O 
của OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
học OT B-O 
đối OT B-O 
ngẫu OT B-O 
sử OT B-O 
dụng OT B-O 
mô OT B-O 
hình OT B-O 
Transformer OT B-O 
, OT B-O 
k OT B-O 
là OT B-O 
số OT B-O 
mô OT B-O 
hình OT B-O 
ngôn OT B-O 
ngữ OT B-O 
sử OT B-O 
dụng OT B-O 
cho OT B-O 
mỗi OT B-O 
ngôn OT B-O 
ngữ OT B-O 

thay OT B-O 
đổi OT B-O 
các OT B-O 
siêu OT B-O 
tham OT B-O 
số OT B-O 
sẽ OT B-O 
ảnh OT B-O 
hưởng OT B-O 
như OT B-O 
thế OT B-O 
nào OT B-O 
đến OT B-O 
cả OT B-O 
hai OT B-O 
phương OT B-O 
pháp OT B-O 
này OT B-O 
( OT B-O 
liệu OT B-O 
việc OT B-O 
thay OT B-O 
đổi OT B-O 
siêu OT B-O 
tham OT B-O 
số OT B-O 
ảnh OT B-O 
hưởng OT B-O 
đến OT B-O 
mô OT B-O 
hình OT B-O 
SimCLR OT B-O 
gốc OT B-O 
thì OT B-O 
có OT B-O 
ảnh OT B-O 
hưởng OT B-O 
đến OT B-O 
phương OT B-O 
pháp OT B-O 
LCL OT B-O 
hay OT B-O 
không OT B-O 
) OT B-O 
. OT B-O 

vậy OT B-O 
SVB OT B-O 
là OT B-O 
một OT B-O 
trường OT B-O 
hợp OT B-O 
đặc OT B-O 
biệt OT B-O 
của OT B-O 
HPP OT B-O 
khi OT B-O 
ρt OT B-O 
= OT B-O 
1 OT B-O 
∀t OT B-O 
. OT B-O 
Khi OT B-O 
đặt OT B-O 
toàn OT B-O 
bộ OT B-O 
ρt OT B-O 
cùng OT B-O 
là OT B-O 
một OT B-O 
hằng OT B-O 
số OT B-O 
cố OT B-O 
định OT B-O 
trong OT B-O 
khoảng OT B-O 
( OT B-O 
0 OT B-O 
, OT B-O 
1 OT B-O 
) OT B-O 
thì OT B-O 
HPP OT B-O 
được OT B-O 
gọi OT B-O 
là OT B-O 
SVB OT B-O 
- OT B-O 
PP OT B-O 

( OT B-O 
Θ OT B-O 
. OT B-O 
T OT B-O 
( OT B-O 
zi OT B-O 
, OT B-O 
Xi OT B-O 
) OT B-O 
− OT B-O 
A OT B-O 
( OT B-O 
Θ OT B-O 
) OT B-O 
) OT B-O 
Chúng OT B-O 
ta OT B-O 
có OT B-O 
natural OT B-O 
gradient OT B-O 
của OT B-O 
hàm OT B-O 
F- OT B-O 
ELBO OT B-O 
trên OT B-O 
toàn OT B-O 
bộ OT B-O 
dữ OT B-O 
liệu OT B-O 
{ OT B-O 
Xi OT B-O 
} OT B-O 
αi=1 OT B-O 
là OT B-O 
: OT B-O 

và OT B-O 
negative OT B-O 
mới OT B-O 
, OT B-O 
lúc OT B-O 
này OT B-O 
LCL OT B-O 
sử OT B-O 
dụng OT B-O 
một OT B-O 
hàm OT B-O 
mất OT B-O 
mát OT B-O 
tương OT B-O 
tự OT B-O 
với OT B-O 
InfoNCE OT B-O 
. OT B-O 
Xét OT B-O 
một OT B-O 
batch OT B-O 
dữ OT B-O 
liệu OT B-O 
vào OT B-O 
với OT B-O 
N OT B-O 
ảnh OT B-O 
x1 OT B-O 
, OT B-O 
x2 OT B-O 
, OT B-O 
... OT B-O 
, OT B-O 
xN OT B-O 
. OT B-O 
Gọi OT B-O 
k OT B-O 
là OT B-O 
số OT B-O 
view OT B-O 
đang OT B-O 
xét OT B-O 
đến OT B-O 
. OT B-O 

ước OT B-O 
P OT B-O 
( OT B-O 
Y OT B-O 
t OT B-O 
) OT B-O 
, OT B-O 
P OT B-O 
( OT B-O 
Y OT B-O 
t+1 OT B-O 
) OT B-O 
lần OT B-O 
lượt OT B-O 
là OT B-O 
phân OT B-O 
phối OT B-O 
không OT B-O 
gian OT B-O 
đầu OT B-O 
ra OT B-O 
của OT B-O 
tác OT B-O 
vụ OT B-O 
t OT B-O 
và OT B-O 
t OT B-O 
+ OT B-O 
1 OT B-O 
. OT B-O 
Khi OT B-O 
đó OT B-O 
P OT B-O 
( OT B-O 
Y OT B-O 
t OT B-O 
) OT B-O 
6 OT B-O 
= OT B-O 
P OT B-O 
( OT B-O 
Y OT B-O 
t+1 OT B-O 
) OT B-O 
trong OT B-O 
kịch OT B-O 
bản OT B-O 
học OT B-O 
từng OT B-O 
tác OT B-O 
vụ OT B-O 
; OT B-O 
P OT B-O 
( OT B-O 
Y OT B-O 
t OT B-O 
) OT B-O 
= OT B-O 
P OT B-O 
( OT B-O 
Y OT B-O 
t+1 OT B-O 
) OT B-O 
trong OT B-O 

chung OT B-O 
giữa OT B-O 
các OT B-O 
tác OT B-O 
vụ OT B-O 
hơn OT B-O 
. OT B-O 
ALV OT B-O 
khi OT B-O 
đó OT B-O 
cũng OT B-O 
có OT B-O 
tính OT B-O 
chất OT B-O 
này OT B-O 
giống OT B-O 
như OT B-O 
phân OT B-O 
tích OT B-O 
trong OT B-O 
[ OT B-O 
13 OT B-O 
] OT B-O 
, OT B-O 
nên OT B-O 
đảm OT B-O 
bảo OT B-O 
được OT B-O 
việc OT B-O 
ràng OT B-O 
buộc OT B-O 
các OT B-O 
tham OT B-O 
số OT B-O 
toàn OT B-O 
cục OT B-O 
trong OT B-O 
miền OT B-O 
tối OT B-O 

gợi OT B-O 
ý OT B-O 
Neural OT B-O 
Collaborative OT B-O 
Filtering OT B-O 
( OT B-O 
NCF OT B-O 
) OT B-O 
. OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Bùi OT B-O 
Văn OT B-O 
Tài OT B-O 
, OT B-O 
20143908 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
KSCLC OT B-O 
HTTT OT B-O 
& OT B-O 
TT OT B-O 

1 OT B-O 
. OT B-O 
Tập OT B-O 
các OT B-O 
phép OT B-O 
DA OT B-O 
: OT B-O 
• OT B-O 
Các OT B-O 
phép OT B-O 
DA OT B-O 
liên OT B-O 
quan OT B-O 
đến OT B-O 
không OT B-O 
gian OT B-O 
: OT B-O 
cắt OT B-O 
ảnh OT B-O 
, OT B-O 
thay OT B-O 
đổi OT B-O 
kích OT B-O 
thước OT B-O 
của OT B-O 

Mỗi OT B-O 
chủ OT B-O 
đề OT B-O 
ẩn OT B-O 
k OT B-O 
∈ OT B-O 
{ OT B-O 
1 OT B-O 
, OT B-O 
2 OT B-O 
, OT B-O 
... OT B-O 
, OT B-O 
K OT B-O 
} OT B-O 
lại OT B-O 
là OT B-O 
một OT B-O 
phân OT B-O 
phối OT B-O 
xác OT B-O 
xuất OT B-O 
trên OT B-O 
tất OT B-O 
cả OT B-O 
các OT B-O 
từ OT B-O 
của OT B-O 
tập OT B-O 
từ OT B-O 
điển OT B-O 
với OT B-O 
kích OT B-O 
thước OT B-O 
V OT B-O 
, OT B-O 
ta OT B-O 
biểu OT B-O 
diễn OT B-O 
phân OT B-O 
phối OT B-O 
này OT B-O 
bởi OT B-O 
một OT B-O 
vector OT B-O 
βk OT B-O 
= OT B-O 
( OT B-O 
βk1 OT B-O 
, OT B-O 
βk2 OT B-O 
, OT B-O 
... OT B-O 
, OT B-O 
βkV OT B-O 
) OT B-O 
( OT B-O 
còn OT B-O 
gọi OT B-O 
là OT B-O 
topic OT B-O 
distribution OT B-O 
) OT B-O 
, OT B-O 
trong OT B-O 
đó OT B-O 
βkj OT B-O 
là OT B-O 

𝑘=1 OT B-O 
Thuật OT B-O 
toán OT B-O 
FCM OT B-O 
cũng OT B-O 
tương OT B-O 
tự OT B-O 
K-means OT B-O 
, OT B-O 
ngoại OT B-O 
trừ OT B-O 
việc OT B-O 
ở OT B-O 
bước OT B-O 
xác OT B-O 
định OT B-O 
cụm OT B-O 
cho OT B-O 
các OT B-O 
quan OT B-O 
sát OT B-O 
, OT B-O 
ta OT B-O 
cần OT B-O 
tính OT B-O 
xác OT B-O 
suất OT B-O 
𝛾𝑛𝑘 OT B-O 
theo OT B-O 
công OT B-O 
thức OT B-O 
: OT B-O 

DANH OT B-O 
MỤC OT B-O 
BẢNG OT B-O 
5.1 OT B-O 
5.2 OT B-O 

Thí OT B-O 
nghiệm OT B-O 
tiến OT B-O 
hành OT B-O 
so OT B-O 
sánh OT B-O 
việc OT B-O 
tăng OT B-O 
giảm OT B-O 
hệ OT B-O 
số OT B-O 
C OT B-O 
ảnh OT B-O 
hưởng OT B-O 
như OT B-O 
thế OT B-O 
nào OT B-O 
đến OT B-O 
kết OT B-O 
quả OT B-O 
và OT B-O 
so OT B-O 
sánh OT B-O 
xem OT B-O 
việc OT B-O 
nới OT B-O 
lỏng OT B-O 
ràng OT B-O 
buộc OT B-O 
cho OT B-O 
phép OT B-O 
w OT B-O 
âm OT B-O 
thì OT B-O 
kết OT B-O 
quả OT B-O 
có OT B-O 
tốt OT B-O 
hơn OT B-O 
so OT B-O 
với OT B-O 
cách OT B-O 
làm OT B-O 
ban OT B-O 
đầu OT B-O 
không OT B-O 
. OT B-O 

ALV OT B-O 
cho OT B-O 
UCL OT B-O 
Như OT B-O 
đã OT B-O 
được OT B-O 
trình OT B-O 
bày OT B-O 
trong OT B-O 
2 OT B-O 
. OT B-O 
2 OT B-O 
. OT B-O 
3 OT B-O 
, OT B-O 
quá OT B-O 
trình OT B-O 
suy OT B-O 
diễn OT B-O 
của OT B-O 
UCL OT B-O 
giống OT B-O 
hệt OT B-O 
so OT B-O 
với OT B-O 
VCL OT B-O 
, OT B-O 
điểm OT B-O 
khác OT B-O 
biệt OT B-O 
là OT B-O 
UCL OT B-O 
tinh OT B-O 
chỉnh OT B-O 
lại OT B-O 
đại OT B-O 
lượng OT B-O 
KL OT B-O 
